nombre_normalizado,veredicto,categoria,metodo,razon
tecnico en fotografia periodistica y publicitaria,EXCLUIR,,lexico,Artes visuales/plásticas
tecnico en fotografia publicitaria,EXCLUIR,,lexico,Artes visuales/plásticas
tecnico en frutales (modulos),EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en futbol,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en gastronomia,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en gastronomia internacional,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en gastronomia rev,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en generacion electrica limpia,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en geologia,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en geologia minera,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en geologia y control en sondaje,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en geomatica,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en geometalurgia,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en geomineria,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en gestion ambiental minero,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en gestion comercial,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en gestion comercial pev,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en gestion comercial.pev,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en gestion de calidad y ambiental,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en gestion de calidad y ambiente,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en gestion de empresas,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en gestion de empresas mencion en recursos humanos,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en gestion de empresas mencion finanzas,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en gestion de empresas mencion marketing,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en gestion de empresas mencion recursos humanos,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en gestion de eventos,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en gestion de medio ambiente,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en gestion de operaciones mineras,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en gestion de personas,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en gestion de procesos mineros,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en gestion de recursos humanos,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en gestion de servicios financieros,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en gestion de servicios financieros con especialidad,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en gestion de servicios hoteleros y turisticos,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en gestion de servicios y ventas,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en gestion de sistemas de calidad industrial,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en gestion de tecnologias de la informacion y comunicacion,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en gestion del mantenimiento industrial,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en gestion deportiva,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en gestion empresarial,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en gestion financiera,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en gestion industrial,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en gestion integrada de calidad y normas,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en gestion logistica,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en gestion logistica pev,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en gestion logistica.pev,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en gestion previsional y seguridad social,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en gestion publica,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en gestion turistica,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en gestion y control ambiental,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en gestion y control de calidad,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en gestion y logistica empresarial,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en gestion y soporte informatico,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en ginecologia y obstetricia,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en guia de turismo,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en hoteleria,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en hoteleria internacional y resorts,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en hoteleria y gastronomia,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en hoteleria y turismo,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en imagenologia,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en imagenologia y radioterapia,EXCLUIR,,lexico,Terapia no musical
tecnico en impresion,EXCLUIR,,semantico,Subárea CINE Artes sin señal musical en el nombre
tecnico en impresion flexografica,EXCLUIR,,semantico,Subárea CINE Artes sin señal musical en el nombre
tecnico en impresion offset,EXCLUIR,,semantico,Subárea CINE Artes sin señal musical en el nombre
tecnico en industria alimentaria,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en informatica,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en informatica con especializacion en desarrollo de software y multimedios,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en informatica mencion administracion de redes,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en informatica mencion ciberseguridad,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en informatica mencion desarrollo de aplicaciones,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en informatica y conectividad en redes,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en infraestructura cloud,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
"tecnico en ingles, mencion hoteleria y turismo",EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en innovacion social sustentable,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en instalacion y mantencion de redes,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en instalaciones de gas,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en instalaciones electricas,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en instalaciones electricas domiciliarias e industriales,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en instalaciones fotovoltaicas y termicas,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en instalaciones y proyectos electricos,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en instrumentacion industrial,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en instrumentacion y automatizacion,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en instrumentacion y automatizacion industrial,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en instrumentacion y control,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en instrumentacion y control industrial,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
"tecnico en instrumentacion, electronica y control industrial",EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en interpretacion de enlace ingles espanol,EXCLUIR,,lexico,Interpretación/traducción de idiomas o lengua de señas
tecnico en interpretacion de lengua de senas,EXCLUIR,,lexico,Interpretación/traducción de idiomas o lengua de señas
tecnico en interpretacion ingles-espanol,EXCLUIR,,lexico,Interpretación/traducción de idiomas o lengua de señas
tecnico en intervencion psicosocial,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en kinesiologia,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en laboratorio clinico banco de sangre e imagenologia,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en laboratorio clinico banco de sangre e imagenologia (programa especial),EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en laboratorio clinico y banco de sangre,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
"tecnico en laboratorio clinico, banco de sangre e imagenologia",EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
"tecnico en laboratorio clinico, banco de sangre e imagenologia (plan especial)",EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en locucion y conduccion de radio y television,EXCLUIR,,semantico,Subárea CINE Artes sin señal musical en el nombre
tecnico en logistica,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en logistica empresarial,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en logistica maritima portuaria,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en logistica operativa a distancia,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en logistica y transporte,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en manejo de areas silvestres protegidas,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en mantencion de maquinaria pesada,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en mantencion industrial,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en mantencion mecanica,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en mantenimiento aeronautico,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en mantenimiento de plantas mineras,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en mantenimiento electrico industrial,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en mantenimiento electromecanico,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en mantenimiento electromecanico en maquinaria pesada,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en mantenimiento electromecanico mencion industrias,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en mantenimiento electromecanico mencion mineria,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en mantenimiento industrial,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en mantenimiento mecanico,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en mantenimiento mecanico minero,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en mantenimiento predictivo mencion mineria,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en mantenimiento y operacion de equipos mineros,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en mantenimiento y reparacion de maquinaria pesada,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en maquinaria y vehiculos pesados,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en marketing,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en marketing digital,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en masoterapia,EXCLUIR,,lexico,Terapia no musical
tecnico en mecanica automotriz,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en mecanica automotriz de motores pesados,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en mecanica automotriz en maquinaria pesada,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en mecanica automotriz mencion electronica,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
tecnico en mecanica automotriz y autotronica,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
